url,name,brand,sku,price,original_price,360_dərəcə_fırlanma,akkumulyatorun_tutumu,brend,daxili_yaddaş,displey,ekranın_diaqonalı,girişlər,kateqoriya,klaviaturanın_dili,model,operativ_yaddaş,prosessor,rəng,sensorlu_ekran,veb_kamera,videokart,videokartın_növü,wi_fi,zəmanət,ölçülər_e_d_h,əməliyyat_sistemi
https://kontakt.az/notbuk-apple-macbook-air-13-mgn63ru-a-space-gray,Notbuk Apple MacBook Air 13 M1 Space Gray MGN63RU/A,Apple,TM-DG-KOT-1114-NB-0142,1449.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-acer-nitro-5-anv15-51-nh-qnder-001,Notbuk Acer Nitro 5 ANV15-51 (NH.QNDER.001),Acer,TM-DG-KOT-1114-NB-2934,1499.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-huawei-matebook-d16-53013ydl-space-gray,Notbuk HUAWEI MateBook D16 (53013YDL) Space Gray,HUAWEI,TM-DG-KOT-1114-NB-2444,"1.149,99",1699.99,Yox,"42 Vt*s, 8 saatadək",Asus,SSD 512GB,"FullHD (1920 × 1080), 60 Hz","15.6""","2× USB 3.2 Gen 1 Type-A, USB 3.2 Gen 1 Type-C, USB 2.0, HDMI",İş və təhsil,"İngilis, Rus",VivoBook 15 X1504VA-BQ591,"DDR4 8GB, 3200 MHz","Intel Core i5 120U, 1.4 - 5 GHz",Cool Silver,Yox,720p,Intel Graphics,Daxili Intel,Wi-Fi 6 (802.11ax),12 ay,359.7 × 232.5 × 17.9 mm,FreeDos
https://kontakt.az/notbuk-asus-vivobook-15-x1504va-bq591-90nb13y2-m00x80,Notbuk Asus VivoBook 15 X1504VA-BQ591 (90NB13Y2-M00X80),Asus,TM-DG-KOT-1114-NB-3134,1149.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-ideapad-slim-3-15amn8-82xq00jprk,Notbuk Lenovo IdeaPad Slim 3 15AMN8 (82XQ00JPRK),Lenovo,TM-DG-KOT-1114-NB-3249,899.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-apple-macbook-air-13-m4-midnight-mw123ru-a,Notbuk Apple MacBook Air 13 M4 Midnight MW123RU/A,Apple,TM-DG-KOT-1114-NB-2891,2079.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-ideapad-slim-3-15iru8-82x700d6rk,Notbuk Lenovo IdeaPad Slim 3 15IRU8 (82X700D6RK),Lenovo,TM-DG-KOT-1114-NB-3036,819.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-apple-macbook-air-13-m4-sky-blue-mc6t4ru-a,Notbuk Apple MacBook Air 13 M4 Sky Blue MC6T4RU/A,Apple,TM-DG-KOT-1114-NB-2883,2079.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-legion-5-16irx9-83dg00nwrk,Notbuk Lenovo Legion 5 16IRX9 (83DG00NWRK),Lenovo,TM-DG-KOT-1114-NB-3141,"819,99",1349.99,Yox,"47 Vt*s, 8 saatadək",Lenovo,SSD 512GB,"FullHD (1920 × 1080), 60 Hz","15.6""","2× USB 3.2 Gen 1 Type-A, 1× USB 3.2 Gen 1 Type-C, HDMI",İş və təhsil,"İngilis, Rus",IdeaPad Slim 3 15IRU8,"LPDDR5 8GB, 4800 MHz","Intel Core i3 1315U, 0.9 - 4.5 GHz",Arctic Grey,Yox,720p,Intel UHD Graphics,Daxili Intel,Wi-Fi 6 (802.11ax),12 ay,359.3 × 235 × 17.9 mm,ƏS yoxdur
https://kontakt.az/notbuk-lenovo-loq-15arp9-83jc00lbrk,Notbuk Lenovo LOQ 15ARP9 (83JC00LBRK),Lenovo,TM-DG-KOT-1114-NB-3219,1799.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-loq-15irx10-83je002brk,Notbuk Lenovo LOQ 15IRX10 (83JE002BRK),Lenovo,TM-DG-KOT-1114-NB-3084,"839,99",1099.99,Yox,"58 Vt*s, 8 Saatadək",Acer,SSD 512GB,"FullHD (1920 × 1200), 60 Hz","16""","3x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C, HDMI",İş və təhsil,"İngilis, Rus",Aspire Lite AL16-52P,"DDR5 8GB, 4800 MHz","Intel Core i3 1305U, 1.2 - 4.5 GHz",Iron,Yox,1080p,Intel UHD Graphics,Daxili Intel,Wi-Fi 6 (802.11ax),12 ay,357.6 × 247 × 18.9 mm,FreeDos
https://kontakt.az/notbuk-apple-macbook-air-13-m4-midnight-mw133ru-a,Notbuk Apple MacBook Air 13 M4 Midnight MW133RU/A,Apple,TM-DG-KOT-1114-NB-2892,2899.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-hp-250-g10-8x9d0es,Notbuk HP 250 G10 (8X9D0ES),HP,TM-DG-KOT-1114-NB-3097,999.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-acer-nitro-5-anv15-51-nh-qncer-002,Notbuk Acer Nitro 5 ANV15-51 (NH.QNCER.002),Acer,TM-DG-KOT-1114-NB-2935,1799.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-acer-aspire-lite-al16-52p-nx-j5rer-002,Notbuk Acer Aspire Lite AL16-52P (NX.J5RER.002),Acer,TM-DG-KOT-1114-NB-3160,839.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-apple-macbook-pro-m4-max-silver-mx2g3ru-a,Notbuk Apple MacBook Pro M4 Max Silver MX2G3RU/A,Apple,TM-DG-KOT-1114-NB-3042,"1.899,99",2599.99,Yox,"60 Vt*s, 4 saatadək",Lenovo,SSD 512GB,"FullHD (1920 × 1080), 144 Hz","15.6""","3× USB 3.2 Gen 1 Type-A, USB 3.2 Gen 2 Type-C, HDMI, Ethernet (RJ-45)",Oyun,"İngilis, Rus",LOQ 15IRX9,"DDR5 16GB, 4800 MHz","Intel Core i5 13450HX, 1.8 - 4.6 GHz",Luna Grey,Yox,1080p,"GeForce RTX 4050, 6 GB",Xarici Nvidia,Wi-Fi 6 (802.11ax),12 ay,359.86 × 258.7 × 23.9 mm,FreeDos
https://kontakt.az/notbuk-lenovo-loq-15irx9-83dv01cgrk,Notbuk Lenovo LOQ 15IRX9 (83DV01CGRK),Lenovo,TM-DG-KOT-1114-NB-3280,1899.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-loq-15irx9-83gs00r9rk,Notbuk Lenovo LOQ 15IAX9 (83GS00R9RK),Lenovo,TM-DG-KOT-1114-NB-3281,1659.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-acer-aspire-lite-al16-52p-nx-j5rer-001,Notbuk Acer Aspire Lite AL16-52P (NX.J5RER.001),Acer,TM-DG-KOT-1114-NB-3161,979.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-acer-nitro-nl16-71g-nh-daber-001,Notbuk Acer Nitro NL16-71G (NH.DABER.001),Acer,TM-DG-KOT-1114-NB-3238,1499.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-asus-tuf-fx607vu-rl046-90nr0n06-m00310,Notbuk Asus TUF FX607VU-RL046 (90NR0N06-M00310),Asus,TM-DG-KOT-1114-NB-3127,"2.099,99",2899.99,Yox,"56 Vt*s, 6 saatadək",Asus,SSD 512GB,"WUXGA (1920 × 1200), 144 Hz","16""","2x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C, 1x Thunderbolt 4, HDMI, Ethernet RJ-45",Oyun,"İngilis, Rus",TUF FX607VU-RL046,"DDR5 16GB, 5600 MHz","Intel Core i5 210H, 2.2 - 4.8 GHz",Mecha Gray,Yox,720p,"GeForce RTX 4050, 6 GB",Xarici Nvidia,Wi-Fi 6 (802.11ax),12 ay,354 × 251 × 26.7 mm,FreeDos
https://kontakt.az/notbuk-apple-macbook-air-13-m4-silver-mw0w3ru-a,Notbuk Apple MacBook Air 13 M4 Silver MW0W3RU/A,Apple,TM-DG-KOT-1114-NB-2887,"2.099,99",2899.99,Yox,"56 Vt*s, 6 saatadək",Asus,SSD 512GB,"WUXGA (1920 × 1200), 144 Hz","16""","2x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C, 1x Thunderbolt 4, HDMI, Ethernet RJ-45",Oyun,"İngilis, Rus",TUF FX607VU-RL046,"DDR5 16GB, 5600 MHz","Intel Core i5 210H, 2.2 - 4.8 GHz",Mecha Gray,Yox,720p,"GeForce RTX 4050, 6 GB",Xarici Nvidia,Wi-Fi 6 (802.11ax),12 ay,354 × 251 × 26.7 mm,FreeDos
https://kontakt.az/notbuk-acer-nitro-5-anv15-51-735k-nh-qnber-002,Notbuk Acer Nitro 5 ANV15-51-735K (NH.QNBER.002),Acer,TM-DG-KOT-1114-NB-2632,2169.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-asus-rog-strix-g16-g614pr-rv007-90nr0nj7-m00080,Notbuk Asus ROG Strix G16 G614PR-RV007 (90NR0NJ7-M00080),Asus,TM-DG-KOT-1114-NB-3232,3869.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-loq-15ahp10-83jg000vrk,Notbuk Lenovo LOQ 15AHP10 (83JG000VRK),Lenovo,TM-DG-KOT-1114-NB-3235,"2.899,99",3999.99,Yox,"80 Vt*s, 5.2 saatadək",Lenovo,SSD 1 TB,"WQXGA (2560 × 1600), 240 Hz","16""","4× USB 3.2 Gen 1 Type-A, 2× USB 3.2 Gen 2 Type-C, HDMI, Ethernet (RJ-45)",Oyun,"İngilis, Rus",Legion Pro 5 16IRX9,"DDR5 32GB, 5600 MHz","Intel Core i5 14500HX, 1.9 - 4.9 GHz",Onyx Grey,Yox,1080p,"GeForce RTX 4060, 8 GB",Xarici Nvidia,Wi-Fi 6E (802.11ax),12 ay,363.4 × 261.7 × 26.9 mm,ƏS yoxdur
https://kontakt.az/notbuk-lenovo-legion-pro-5-16irx9-83df008nrk,Notbuk Lenovo Legion Pro 5 16IRX9 (83DF008NRK),Lenovo,TM-DG-KOT-1114-NB-3387,2899.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-msi-thin-15-b13ve-3008xaz-9s7-16r831-3008,Notbuk MSI Thin 15 B13VE-3008XAZ (9S7-16R831-3008),MSI,TM-DG-KOT-1114-NB-2988,2049.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-apple-macbook-air-13-m4-starlight-mw0y3ru-a,Notbuk Apple MacBook Air 13 M4 Starlight MW0Y3RU/A,Apple,TM-DG-KOT-1114-NB-2889,2079.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-asus-g835lw-sa013-rog-strix-scar-18-90nr0li1-m00140,Notbuk Asus G835LW-SA013 ROG Strix Scar 18  90NR0LI1-M00140,Asus,TM-DG-KOT-1114-NB-2997,"2.899,99",3499.99,Yox,"53.8 Vt*s, 18 saatadək",Apple,SSD 512GB,"Liquid Retina (2560 × 1664), 60 Hz","13.6""",2× Thunderbolt 4,Premium,"İngilis, Rus",MacBook Air 13,"LPDDR5 16GB, 6400 MHz","Apple M4, 4.41 GHz",Silver,Yox,1080p,Apple M4,Apple,Wi-Fi 6E (802.11ax),12 ay,304.1 × 215 × 11.3 mm,MacOS
https://kontakt.az/notbuk-apple-macbook-air-13-m4-silver-mw0x3ru-a,Notbuk Apple MacBook Air 13 M4 Silver MW0X3RU/A,Apple,TM-DG-KOT-1114-NB-2888,2899.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-hp-pavilion-14-dv0010ur-2h5w8ea,Notbuk HP Pavilion 14-DV0010UR (2H5W8EA),HP,TM-DG-KOT-1114-NB-0706,1489.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-ideapad-slim-5-15arp10-83j30043rk,Notbuk Lenovo İdeaPad Slim 5 15ARP10 (83J30043RK),Lenovo,TM-DG-KOT-1114-NB-2966,1749.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-legion-pro-5-16irx9-83df009krk,Notbuk Lenovo Legion Pro 5 16IRX9 (83DF009KRK),Lenovo,TM-DG-KOT-1114-NB-3170,2599.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-honor-magicbook-pro-x16-dra-54-white,Notbuk HONOR MagicBook Pro X16 (DRA-54) White,HONOR,TM-DG-KOT-1114-NB-2926,"1.849,99",2899.99,Yox,"64 Vt*s, 8 saatadək",Lenovo,SSD 512GB,"WUXGA (1920 × 1200), 60 Hz","16""","1x USB 3.2 Gen 2 Type-A, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C, 1x Thunderbolt™ 4, HDMI, Ethernet RJ45",İş və təhsil,"İngilis, Rus",ThinkPad E16 Gen 3,"DDR5 16GB, 5600 MHz","Intel Core Ultra 5 225U, 2.4 - 4.8 GHz",Black,Yox,1080p,Intel Graphics,Daxili Intel,Wi-Fi 6E (802.11ax),12 ay,356 × 249 × 21.15 mm,ƏS yoxdur
https://kontakt.az/notbuk-asus-tuf-fx608jmr-rv037-90nr0nb1-m002s0,Notbuk Asus TUF FX608JMR-RV037 (90NR0NB1-M002S0),Asus,TM-DG-KOT-1114-NB-3132,2989.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-ideapad-slim-5-14irh10r-83j0006mrk,Notbuk Lenovo IdeaPad Slim 5 14IRH10R (83J0006MRK),Lenovo,TM-DG-KOT-1114-NB-3178,1479.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/acer-nitro-5-anv15-51-nh-qnber-006,Notbuk Acer Nitro 5 ANV15-51 (NH.QNBER.006),Acer,TM-DG-KOT-1114-NB-2536,2299.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-thinkpad-e16-gen3-21sr0048fw,Notbuk Lenovo ThinkPad E16 Gen3 (21SR0048FW),Lenovo,TM-DG-KOT-1114-NB-3091,1849.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-ip-slim-3-15irh8-83k100rfrk,Notbuk Lenovo IP Slim 3 15IRH8 (83K100RFRK),Lenovo,TM-DG-KOT-1114-NB-3216,1359.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-hp-spectre-x360-14-eu0007ci-a1aa3ea,Notbuk HP Spectre X360 14-EU0007CI (A1AA3EA),HP,TM-DG-KOT-1114-NB-2852,3099.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-ideapad-slim-5-15arp10-83j3005nrk,Notbuk Lenovo IdeaPad Slim 5 15ARP10 (83J3005NRK),Lenovo,TM-DG-KOT-1114-NB-3180,1379.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-apple-macbook-air-13-mc7x4ru-a-midnight,Notbuk Apple MacBook Air 13 M2 Midnight MC7X4RU/A,Apple,TM-DG-KOT-1114-NB-2727,1999.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-asus-vivobook-15-x1504va-bq590-90nb13y1-m00x70,Notbuk Asus VivoBook 15 X1504VA-BQ590 (90NB13Y1-M00X70),Asus,TM-DG-KOT-1114-NB-3135,"1.379,99",1999.99,Yox,"54.7 Vt*s, 21 saatadək",Lenovo,SSD 1 TB,"WUXGA (1920 × 1200), 60 Hz","15.3""","2× USB 3.2 Gen 1 Type-A, 2× USB 3.2 Gen 2 Type-C, HDMI",İş və təhsil,"İngilis, Rus",IdeaPad Slim 5 15ARP10,"LPDDR5X 16GB, 6400 MHz","AMD Ryzen 7 7735HS, 3.2 - 4.75 GHz",Seafoam Green,Yox,1080p,AMD Radeon 680M,Daxili AMD,Wi-Fi 6 (802.11ax),12 ay,339.33 × 236 × 15.6 mm,ƏS yoxdur
https://kontakt.az/notbuk-huawei-matebook-d-14-53014bsb-space-gray,Notbuk HUAWEI MateBook D 14 (53014BSB) Space Gray,HUAWEI,TM-DG-KOT-1114-NB-3197,1199.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-asus-vivobook-v16-v3607vh-rp020-90nb16l1-m003c0,Notbuk Asus VivoBook V16 V3607VH-RP020 (90NB16L1-M003C0),Asus,TM-DG-KOT-1114-NB-3203,"2.549,99",3399.99,Yox,"57 Vt*s, 6 saatadək",Acer,SSD 1 TB,"FullHD (1920 × 1080), 165 Hz","15.6""","3× USB 3.2 Gen 2 Type-A, USB 3.2 Gen 2 Type-C, HDMI, Ethernet (RJ-45)",Oyun,"İngilis, Rus",Nitro ANV15-51,"DDR5 16GB, 4800 MHz","Intel Core i7 13620H, 1.8 - 4.9 GHz",Black,Yox,720p,"GeForce RTX 4060, 8 GB",Xarici Nvidia,Wi-Fi 6 (802.11ax),12 ay,355.6 × 228.6 × 25.4 mm,FreeDos
https://kontakt.az/notbuk-acer-nitro-anv15-51-nh-qqeer-002,Notbuk Acer Nitro ANV15-51 (NH.QQEER.002),Acer,TM-DG-KOT-1114-NB-2813,2549.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-asus-tuf-f16-fx608jpr-rv019-90nr0ng1-m00350,Notbuk Asus TUF F16 FX608JPR-RV019 (90NR0NG1-M00350),Asus,TM-DG-KOT-1114-NB-3282,3499.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-acer-chromebook-311-cboa311-1h-c90f,Notbuk Acer Chromebook 311 (CBOA311-1H-C90F),Acer,TM-DG-KOT-1114-NB-2814,339.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-ideapad-slim-3-15irh10-83k10032rk,Notbuk Lenovo IdeaPad Slim 3 15IRH10 (83K10032RK),Lenovo,TM-DG-KOT-1114-NB-2870,"2.399,99",3299.99,Var,"70 Vt*s, 8 saatadək",Lenovo,SSD 1 TB,"WUXGA (1920 × 1200), 60 Hz","14""","USB 3.2 Gen 1 Type-A, 2× Thunderbolt 4, HDMI",İş və təhsil,"İngilis, Rus",Yoga 7 2in1 14ILL10,"LPDDR5X 16GB, 8533 MHz","Intel Core Ultra 7 256V, 2.2 - 4.8 GHz",Luna Grey,Var,1080p,Intel Arc Graphics 140V,Daxili Intel,Wi-Fi 7 (802.11be),12 ay,317 × 228 × 15.45 mm,FreeDos
https://kontakt.az/notbuk-lenovo-yoga-7-2in1-14ill10-83jq003frk,Notbuk Lenovo Yoga 7 2in1 14ILL10 (83JQ003FRK),Lenovo,TM-DG-KOT-1114-NB-3073,2399.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-yoga-7-2in1-14ill10-83jq005crk,Notbuk Lenovo Yoga 7 2in1 14ILL10 (83JQ005CRK),Lenovo,TM-DG-KOT-1114-NB-2986,2449.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-huawei-matebook-d-16-53014buy-space-gray,Notbuk HUAWEI MateBook D 16 (53014BUY) Space Gray,HUAWEI,TM-DG-KOT-1114-NB-3200,1399.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-hp-omnibook-5-16-af1003ci-bg7h7ea,Notbuk HP OmniBook 5 16-AF1003CI (BG7H7EA),HP,TM-DG-KOT-1114-NB-3027,1599.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-apple-macbook-pro-14-mde14ru-a-space-black,Notbuk Apple MacBook Pro 14 MDE14RU/A Space Black,Apple,TM-DG-KOT-1114-NB-3223,"4.399,99",4999.99,Yox,-,Apple,SSD 1 TB,"Liquid Retina XDR (3024 × 1964), 120 Hz","14.2""","3 × Type C, Type-A, 3.5 mm, MagSafe 3 Port",Premium,"İngilis, Rus",MDE14RU/A,"LPDDR5 16GB, 6400 MHz",Apple M5,Space Black,Yox,12 MP,Apple M5,Apple,Wi-Fi 6E (802.11ax),12 ay,312.6 × 221.2 × 221.2 mm,MacOS
https://kontakt.az/notbuk-lenovo-thinkpad-e14-gen7-21t9003wfw,Notbuk Lenovo ThinkPad E14 Gen7 (21T9003WFW),Lenovo,TM-DG-KOT-1114-NB-3090,1799.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-apple-macbook-air-15-m4-silver-mw1h3ru-a,Notbuk Apple MacBook Air 15 M4 Silver MW1H3RU/A,Apple,TM-DG-KOT-1114-NB-2896,3399.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-apple-macbook-air-13-m4-sky-blue-mc6u4ru-a,Notbuk Apple MacBook Air 13 M4 Sky Blue MC6U4RU/A,Apple,TM-DG-KOT-1114-NB-2886,"4.399,99",4999.99,Yox,-,Apple,SSD 1 TB,"Liquid Retina XDR (3024 × 1964), 120 Hz","14.2""","3 × Type C, Type-A, 3.5 mm, MagSafe 3 Port",Premium,"İngilis, Rus",MDE14RU/A,"LPDDR5 16GB, 6400 MHz",Apple M5,Space Black,Yox,12 MP,Apple M5,Apple,Wi-Fi 6E (802.11ax),12 ay,312.6 × 221.2 × 221.2 mm,MacOS
